Place_ID,Nombre,Tipo_Principal,Todos_Tipos,Dirección,Rating,Total_Ratings,Abierto_Ahora,Horarios,Teléfono,Sitio_Web,Latitud,Longitud
ChIJ8czWDSWR05ERurSuTym8-ZE,Hospedaje Familiar Carmelita,lodging,"lodging, point_of_interest, establishment","Ambato 1488 y, Baños de Agua Santa 180301, Ecuador",,0,,No disponible,099 039 3454,,-1.3966924,-78.4294804
ChIJNSi1QFaR05ERCYZdCQsJglE,Villa Del Paraiso,lodging,"lodging, point_of_interest, establishment","Av. Amazonas, Baños de Agua Santa 180250, Ecuador",5.0,10,,No disponible,099 280 1061,http://airbnb.com/h/vacation-homes-villa-del-paraiso,-1.3954475,-78.42839479999999
ChIJ67X-lLmR05ERkmrdD5nZEdw,La Casa D'Santy Backpackers Hotel,lodging,"lodging, point_of_interest, establishment","JH2F+WVJ, Banos, Ecuador",5.0,1,True,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 7:00 AM – 10:00 PM; Sunday: 7:00 AM – 10:00 PM,,https://fb.me/BanosBackPackers,-1.3977026,-78.42537109999999
ChIJqbbnsyOR05EREdSYZqazJxI,Hostal Casa Matilde,lodging,"lodging, point_of_interest, establishment","JH2H+V4G, Banos, Ecuador",3.8,6,,No disponible,(03) 274-0495,,-1.3978079,-78.4221767
ChIJ92-_LQWR05ERjk_6m5c_XIU,LICORERIA DIAMOND,bar,"bar, point_of_interest, establishment","Pastaza, y Esquina, Baños de Agua Santa, Ecuador",,0,,No disponible,096 177 9802,https://www.facebook.com/profile.php?id=61553997874599,-1.3959066,-78.425084
ChIJh67AmciR05ERM-q1yqrlRFk,Balcon de Artistas,bar,"bar, point_of_interest, establishment","JH3H+72P, Banos, Ecuador",,0,,No disponible,,,-1.3967919,-78.4224208
ChIJ55sBXCKR05ERbSCNNAoXz0w,The Real Feeling Restaurante,restaurant,"restaurant, food, point_of_interest, establishment","JH3H+89H, Banos, Ecuador",3.8,4,True,Monday: 9:00 AM – 11:00 PM; Tuesday: 9:00 AM – 11:00 PM; Wednesday: 9:00 AM – 11:00 PM; Thursday: 9:00 AM – 11:00 PM; Friday: 9:00 AM – 11:00 PM; Saturday: 9:00 AM – 11:00 PM; Sunday: 9:00 AM – 11:00 PM,098 427 3588,,-1.3966955,-78.4215261
ChIJoQnXTwCR05ERPrtlc8cApoA,Coco y Bolón,restaurant,"restaurant, food, point_of_interest, establishment","JH3H+6P3, 12 de Noviembre, Baños de Agua Santa, Ecuador",5.0,1,,No disponible,,,-1.3969781,-78.42069579999999
ChIJqStsA_WR05ERscu_OJJ10Hk,Melcochas Las Ayoritas Don Ayora,restaurant,"restaurant, food, point_of_interest, establishment","Oriente &, Baños de Agua Santa, Ecuador",,0,True,Monday: 7:30 AM – 9:00 PM; Tuesday: 7:30 AM – 9:00 PM; Wednesday: 7:30 AM – 9:00 PM; Thursday: 7:30 AM – 9:00 PM; Friday: 7:30 AM – 9:00 PM; Saturday: 7:30 AM – 9:00 PM; Sunday: 7:30 AM – 9:00 PM,096 058 3560,,-1.3966103,-78.4221573
ChIJ0UugMl2R05ERFfEatp8rG4w,Volkmick Restaurant,restaurant,"restaurant, food, point_of_interest, establishment","Baños, calle Ambato, y, Baños de Agua Santa 180250, Ecuador",5.0,1,True,Monday: 10:00 AM – 8:00 PM; Tuesday: 11:00 AM – 8:00 PM; Wednesday: 11:00 AM – 8:00 PM; Thursday: 11:00 AM – 8:00 PM; Friday: 8:00 AM – 9:00 PM; Saturday: 8:00 AM – 9:00 PM; Sunday: 8:00 AM – 9:00 PM,099 534 4913,,-1.3969937,-78.42067399999999
ChIJ-xZwLqmR05ERsfFYakN_ZrA,Shawarma Ladhidh,restaurant,"restaurant, food, point_of_interest, establishment","Calle Oriente, y, Baños de Agua Santa 180250, Ecuador",5.0,11,False,Monday: 6:00 – 11:00 PM; Tuesday: Closed; Wednesday: 6:00 – 11:00 PM; Thursday: 6:00 – 11:30 PM; Friday: 6:00 – 11:00 PM; Saturday: 6:00 PM – 12:00 AM; Sunday: 6:00 PM – 12:00 AM,099 609 2524,,-1.3966953,-78.42215689999999
ChIJj9B5zUKR05ERvv8mDNv4bLU,Más Vida Restaurante Vegetariano,restaurant,"restaurant, food, point_of_interest, establishment","Ambato, Baños de Agua Santa, Ecuador",5.0,32,True,"Monday: 8:00 AM – 3:00 PM, 6:00 – 9:00 PM; Tuesday: 8:00 AM – 3:00 PM, 6:00 – 9:00 PM; Wednesday: 8:00 AM – 3:00 PM, 6:00 – 9:00 PM; Thursday: 8:00 AM – 3:00 PM, 6:00 – 9:00 PM; Friday: 8:00 AM – 3:00 PM, 6:00 – 9:00 PM; Saturday: Closed; Sunday: 8:00 AM – 3:00 PM, 6:00 – 9:00 PM",099 524 3741,,-1.3969755,-78.420289
ChIJB48-37WR05ER-Z6SXkJrLRM,Mozzafiato Reserve,restaurant,"restaurant, food, point_of_interest, establishment","Eloy Alfaro, Baños de Agua Santa 180301, Ecuador",4.7,103,True,Monday: 12:00 – 10:00 PM; Tuesday: 12:00 – 10:00 PM; Wednesday: 12:00 – 10:00 PM; Thursday: 12:00 – 10:00 PM; Friday: 12:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 10:00 PM,099 331 0312,,-1.396698,-78.422263
ChIJMwanRt-R05ER7cqGGFLYMIQ,Mongos Baños,bar,"bar, night_club, restaurant, food, point_of_interest, establishment","a 2 cuadras de la catedral, Eloy Alfaro, Baños de Agua Santa 180250, Ecuador",4.8,191,False,Monday: 5:00 PM – 2:00 AM; Tuesday: 5:00 PM – 2:00 AM; Wednesday: 5:00 PM – 2:00 AM; Thursday: 5:00 PM – 2:00 AM; Friday: 3:00 PM – 2:00 AM; Saturday: 1:00 PM – 3:00 AM; Sunday: 5:00 PM – 12:00 AM,096 386 7909,https://mongos.com.ec/site/mongos-banos/,-1.3968409,-78.42212339999999
ChIJZeKi3NqR05ERmAAztdSSaBo,King's & Queen's,bar,"bar, restaurant, food, point_of_interest, establishment","JH3H+74C, Banos, Ecuador",4.1,8,True,Monday: 12:00 – 10:00 PM; Tuesday: 12:00 – 10:00 PM; Wednesday: 12:00 – 10:00 PM; Thursday: 12:00 – 10:00 PM; Friday: 12:00 PM – 1:00 AM; Saturday: 12:00 PM – 1:00 AM; Sunday: 12:00 – 11:00 PM,098 372 7473,,-1.3968056,-78.4222206
ChIJy5T-2SKR05ER2Z2oGDwnTv4,Poppo's Burguer,restaurant,"restaurant, food, point_of_interest, establishment","JH3J+48H, Banos, Ecuador",5.0,3,True,Monday: 12:00 – 9:30 PM; Tuesday: 12:00 – 9:30 PM; Wednesday: 12:00 – 9:30 PM; Thursday: 12:00 – 9:30 PM; Friday: 12:00 – 9:30 PM; Saturday: 12:00 – 9:30 PM; Sunday: 12:00 – 9:30 PM,,,-1.3971942,-78.4191513
ChIJ638yVfGR05ERB-vYvKour_k,Baños de agua santa,lodging,"lodging, point_of_interest, establishment","JH3F+WHC, Banos, Ecuador",4.8,821,,No disponible,096 892 2247,,-1.3951875,-78.4261094
ChIJO8ucQx-R05ERyUBocMEuacQ,Balcon del Cielo,lodging,"lodging, point_of_interest, establishment","Dr. Enrique Freire Guevara, y, Baños de Agua Santa 180250, Ecuador",4.7,368,,No disponible,095 878 5593,,-1.3949109,-78.4250017
ChIJH7Cg4SGR05ERbDs30a1yMbQ,Paraiso de mi familia,lodging,"lodging, point_of_interest, establishment","JH3F+VW6, Banos, Ecuador",4.3,89,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,,-1.3953357,-78.4252357
ChIJm_30vl6R05ERD-9wlwCO2Mg,El Descanso,lodging,"lodging, point_of_interest, establishment","JH4G+344 Puente San Francisco, Baños de Agua Santa, Ecuador",5.0,4,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,098 771 6790,,-1.3948732,-78.424661
ChIJUcRRWB-R05ERRah1eHQW4nA,Hotel Israel,lodging,"lodging, point_of_interest, establishment","E30, Baños de Agua Santa, Ecuador",3.7,30,,No disponible,098 524 2628,,-1.3950397,-78.424955
ChIJs2CR_SGR05ERWvPNi7LmGJA,Hotel Said,lodging,"lodging, point_of_interest, establishment","JH4G+247, Óscar Efrén Reyes, Baños de Agua Santa, Ecuador",3.7,137,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,099 298 2054,,-1.3949646,-78.424692
ChIJ2yCQCgCX05ER8f6rObIqhec,Taris luis,lodging,"lodging, point_of_interest, establishment","Banos, Ecuador",,0,,No disponible,098 007 6349,,-1.3952057,-78.4245868
ChIJ0dSbWQCR05EReatTBZ__Tjs,Baños del inca,lodging,"lodging, point_of_interest, establishment","JH3G+W57, Banos, Ecuador",,0,,No disponible,,,-1.3952057,-78.4245868
ChIJVb81_SGR05ERw_QIxFYZGkc,Hostal Adventure,lodging,"lodging, point_of_interest, establishment","Banos, Ecuador",5.0,1,,No disponible,,,-1.3952696,-78.4247269
